iter	Logloss
705	0.2656600152
706	0.2656254725
707	0.2655938561
708	0.2655456933
709	0.265504094
710	0.2654649292
711	0.2654257012
712	0.265384802
713	0.2653481394
714	0.2652998973
715	0.2652532201
716	0.2652226831
717	0.2651922399
718	0.2651445094
719	0.2651001683
720	0.2650639477
721	0.2650114292
722	0.2649702561
723	0.2649304887
724	0.2648816018
725	0.2648359394
726	0.2647964234
727	0.2647587571
728	0.2647238906
729	0.2646813901
730	0.2646423197
731	0.2646038866
732	0.2645740586
733	0.2645396107
734	0.2644926769
735	0.2644581822
736	0.2644163997
737	0.2643758252
738	0.2643339263
739	0.2642935195
740	0.2642522144
741	0.2642166605
742	0.2641770472
743	0.264139452
744	0.2641058357
745	0.2640609917
746	0.2640236272
747	0.2639849031
748	0.263949096
749	0.2639178371
750	0.2638811976
751	0.2638496179
752	0.2638112063
753	0.2637824558
754	0.2637562121
755	0.2637194331
756	0.2636872854
757	0.2636505196
758	0.2636141972
759	0.263582751
760	0.2635431265
761	0.2635079681
762	0.263474963
763	0.263431121
764	0.2633924468
765	0.2633655221
766	0.2633288925
767	0.2632941294
768	0.263255837
769	0.2632194009
770	0.2631899465
771	0.2631634939
772	0.2631318161
773	0.2630857356
774	0.2630462365
775	0.2630117936
776	0.2629818171
777	0.2629455284
778	0.2629084265
779	0.2628746073
780	0.2628483752
781	0.2628211373
782	0.2627874705
783	0.2627538647
784	0.2627189568
785	0.2626923631
786	0.2626647476
787	0.2626379276
788	0.2625971148
789	0.2625678913
790	0.2625401462
791	0.2625147412
792	0.2624750648
793	0.2624401776
794	0.2624040153
795	0.2623698874
796	0.2623374132
797	0.2623037508
798	0.2622754191
799	0.2622434486
800	0.2622180195
801	0.2621841252
802	0.2621594998
803	0.2621274711
804	0.2620927606
805	0.2620646951
806	0.2620389025
807	0.262003894
808	0.2619743662
809	0.2619373094
810	0.2619042919
811	0.2618720462
812	0.2618468812
813	0.2618199534
814	0.261782923
815	0.2617534209
816	0.261727153
817	0.2616976194
818	0.2616668098
819	0.2616320807
820	0.2616022792
821	0.261578682
822	0.2615415736
823	0.261510957
824	0.2614852937
825	0.2614591684
826	0.2614295804
827	0.2614053197
828	0.2613758368
829	0.26134798
830	0.2613073765
831	0.2612773908
832	0.2612508073
833	0.2612194655
834	0.2611899304
835	0.2611588819
836	0.2611361774
837	0.261106333
838	0.2610793425
839	0.2610505257
840	0.2610225879
841	0.2609843697
842	0.2609585475
843	0.2609299857
844	0.2609018121
845	0.2608779865
846	0.2608512294
847	0.2608293756
848	0.2608007421
849	0.2607787672
850	0.2607545207
851	0.2607279254
852	0.2607061978
853	0.2606772266
854	0.2606398293
855	0.260615525
856	0.260591653
857	0.2605704871
858	0.2605438692
859	0.2605162781
860	0.2604875016
861	0.2604587245
862	0.2604278047
863	0.2604073406
864	0.2603853969
865	0.2603520425
866	0.2603260087
867	0.2603050939
868	0.2602833066
869	0.2602550991
870	0.2602280264
871	0.2601983912
872	0.2601651248
873	0.2601423697
874	0.2601158455
875	0.2600894911
876	0.2600561733
877	0.2600356607
878	0.2600077467
879	0.2599817395
880	0.2599492962
881	0.2599275955
882	0.2599019162
883	0.2598769751
884	0.2598485937
885	0.2598262184
886	0.2598051817
887	0.2597819826
888	0.2597612739
889	0.2597363194
890	0.2597109077
891	0.2596890236
892	0.2596629466
893	0.2596353453
894	0.2596095665
895	0.2595804591
896	0.2595542491
897	0.2595287794
898	0.2595092485
899	0.2594882374
900	0.2594630099
901	0.2594415284
902	0.2594202226
903	0.2593969886
904	0.2593709841
905	0.2593494867
906	0.2593277973
907	0.2592957028
908	0.2592711016
909	0.2592517601
910	0.2592302101
911	0.2592112785
912	0.2591846583
913	0.2591643978
914	0.259138961
915	0.2591066048
916	0.2590829489
917	0.259059441
918	0.2590358488
919	0.2590109498
920	0.2589907361
921	0.2589707563
922	0.2589507693
923	0.2589191374
924	0.2588927619
925	0.2588692774
926	0.2588534678
927	0.2588338715
928	0.2588154791
929	0.2587952554
930	0.2587764322
931	0.2587573756
932	0.258730403
933	0.2587093708
934	0.2586773437
935	0.2586599146
936	0.2586347199
937	0.2586153246
938	0.2585890491
939	0.2585597221
940	0.258533446
941	0.2585148808
942	0.2584945182
943	0.2584694663
944	0.2584499823
945	0.2584344867
946	0.2584158391
947	0.2583879829
948	0.2583602703
949	0.258337194
950	0.2583153978
951	0.2582974067
952	0.2582732363
953	0.2582499278
954	0.258230036
955	0.2582146898
956	0.2581962324
957	0.2581695268
958	0.2581436131
959	0.2581154202
960	0.2580979028
961	0.258078608
962	0.2580517752
963	0.2580349866
964	0.2580168024
965	0.2579987295
966	0.2579797458
967	0.2579625711
968	0.2579402124
969	0.2579191882
970	0.2578950947
971	0.2578769503
972	0.2578611585
973	0.2578309908
974	0.257805237
975	0.257790315
976	0.2577604792
977	0.2577386188
978	0.2577236263
979	0.2577011491
980	0.257674251
981	0.257655836
982	0.2576349384
983	0.2576151705
984	0.2575943235
985	0.2575758111
986	0.2575587036
987	0.257542351
988	0.2575211682
989	0.2574945896
990	0.2574758521
991	0.2574584763
992	0.2574309989
993	0.2574131003
994	0.2573972641
995	0.25737891
996	0.2573565455
997	0.2573349065
998	0.2573179233
999	0.2573016879
1000	0.2572711402
1001	0.2572559145
1002	0.2572338886
1003	0.2572173086
1004	0.2572011327
1005	0.257169813
1006	0.2571544541
1007	0.2571390817
1008	0.2571179461
1009	0.2570958971
1010	0.2570813175
1011	0.257055715
1012	0.2570397035
1013	0.2570087849
1014	0.2569927927
1015	0.2569687254
1016	0.2569488369
1017	0.2569310222
1018	0.2569070271
1019	0.2568790599
1020	0.2568578031
1021	0.2568262563
1022	0.2567958974
1023	0.2567798303
1024	0.2567652312
1025	0.2567475788
1026	0.2567240707
1027	0.2567089424
1028	0.2566886071
1029	0.2566690052
1030	0.2566531596
1031	0.2566373041
1032	0.2566228918
1033	0.2566048227
1034	0.2565904459
1035	0.2565682342
1036	0.256548292
1037	0.2565245958
1038	0.2565099878
1039	0.2564843255
1040	0.2564678439
1041	0.2564514249
1042	0.256438984
1043	0.2564221642
1044	0.2564067315
1045	0.2563913602
1046	0.2563751094
1047	0.2563614687
1048	0.2563481582
1049	0.2563359287
1050	0.2563070158
1051	0.2562913719
1052	0.2562656675
1053	0.2562524422
1054	0.2562312501
1055	0.2562065391
1056	0.2561840914
1057	0.2561709368
1058	0.2561453126
1059	0.2561309487
1060	0.2561156501
1061	0.2560935433
1062	0.2560776009
1063	0.2560577809
1064	0.2560322309
1065	0.2560180258
1066	0.2559963871
1067	0.2559790974
1068	0.2559541058
1069	0.2559380058
1070	0.2559224237
1071	0.2559081962
1072	0.2558933486
1073	0.2558733466
1074	0.2558488571
1075	0.2558333766
1076	0.2558201377
1077	0.2557958638
1078	0.2557834112
1079	0.255759429
1080	0.2557467027
1081	0.2557291898
1082	0.2557109744
1083	0.2556941043
1084	0.2556807133
1085	0.2556662032
1086	0.2556482125
1087	0.2556212253
1088	0.2556033565
1089	0.2555889953
1090	0.2555754034
1091	0.2555564596
1092	0.2555422544
1093	0.2555281011
1094	0.2555046328
1095	0.255488188
1096	0.2554752184
1097	0.2554544276
1098	0.2554386337
1099	0.2554159561
1100	0.2554039769
1101	0.2553914605
1102	0.2553783233
1103	0.2553652503
1104	0.2553511093
1105	0.2553371855
1106	0.2553248982
1107	0.2553138303
1108	0.2552999097
1109	0.2552797906
1110	0.2552644034
1111	0.2552475485
1112	0.2552213295
1113	0.2552052195
1114	0.255191616
1115	0.2551743677
1116	0.2551516881
1117	0.2551406799
1118	0.2551254994
1119	0.255102466
1120	0.2550794839
1121	0.2550650207
1122	0.2550507211
1123	0.2550388136
1124	0.2550232675
1125	0.2550044516
1126	0.2549816977
1127	0.254970129
1128	0.2549574188
1129	0.2549398841
1130	0.2549265025
1131	0.2549033234
1132	0.2548857801
1133	0.2548730936
1134	0.254851781
1135	0.2548385867
1136	0.2548253965
1137	0.2548081252
1138	0.2547859279
1139	0.2547741876
1140	0.2547624189
1141	0.2547504336
1142	0.2547279034
1143	0.2547134526
1144	0.2546904389
1145	0.2546689523
1146	0.2546580014
1147	0.2546458919
1148	0.2546296215
1149	0.2546185196
1150	0.2546060431
1151	0.2545840004
1152	0.2545647474
1153	0.2545427604
1154	0.254527983
1155	0.2545066538
1156	0.2544875786
1157	0.2544707423
1158	0.2544594182
1159	0.2544465435
1160	0.2544332802
1161	0.2544228845
1162	0.2544041737
1163	0.2543893286
1164	0.2543724904
1165	0.2543603128
1166	0.2543446682
1167	0.254326209
1168	0.254308293
1169	0.2542955272
1170	0.2542738683
1171	0.2542574681
1172	0.2542443718
1173	0.2542312124
1174	0.2542200123
1175	0.2542080259
1176	0.2541954925
1177	0.2541833198
1178	0.2541718822
1179	0.2541583555
1180	0.254147858
1181	0.2541234965
1182	0.2541119818
1183	0.2540996841
1184	0.254087731
1185	0.2540666257
1186	0.254053731
1187	0.2540415182
1188	0.2540297189
1189	0.2540137246
1190	0.2539919853
1191	0.253971244
1192	0.2539590138
1193	0.2539388529
1194	0.253928056
1195	0.2539128563
1196	0.2539021033
1197	0.2538831641
1198	0.2538711234
1199	0.2538508063
1200	0.2538312927
1201	0.2538187514
1202	0.253808048
1203	0.2537882294
1204	0.2537690318
1205	0.2537474877
1206	0.2537319769
1207	0.2537196616
1208	0.2537059836
1209	0.2536906936
1210	0.2536772029
1211	0.2536658998
1212	0.2536537102
1213	0.2536439248
1214	0.2536243962
1215	0.2536102927
1216	0.2535999736
1217	0.2535904826
1218	0.2535777052
1219	0.2535628016
1220	0.2535401253
1221	0.2535282682
1222	0.2535132109
1223	0.2535020808
1224	0.2534879912
1225	0.2534745904
1226	0.2534603872
1227	0.2534506855
1228	0.253429402
1229	0.2534131175
1230	0.2533988657
1231	0.2533807096
1232	0.2533694318
1233	0.2533504816
1234	0.2533395114
1235	0.2533207546
1236	0.2533024424
1237	0.2532910762
1238	0.2532699391
1239	0.2532590254
1240	0.2532480033
1241	0.2532319255
1242	0.2532217771
1243	0.2532095043
1244	0.2531997075
1245	0.25318902
1246	0.2531773602
1247	0.2531659103
1248	0.2531544026
1249	0.2531341983
1250	0.2531206363
1251	0.2531063568
1252	0.2530992931
1253	0.253090428
1254	0.2530806776
1255	0.253066466
1256	0.2530482218
1257	0.2530283769
1258	0.2530075263
1259	0.2529952671
1260	0.2529791496
1261	0.2529681907
1262	0.2529534767
1263	0.252942076
1264	0.2529226569
1265	0.2529046442
1266	0.2528940099
1267	0.252883169
1268	0.2528706453
1269	0.2528563864
1270	0.2528460197
1271	0.2528312756
1272	0.2528208618
1273	0.2528071881
1274	0.2527927835
1275	0.2527821083
1276	0.2527710828
1277	0.2527611394
1278	0.2527487756
1279	0.2527353879
1280	0.2527226013
1281	0.2527079874
1282	0.2526975583
1283	0.2526769756
1284	0.2526649066
1285	0.2526451685
1286	0.2526277834
1287	0.2526181185
1288	0.2526040105
1289	0.252585358
1290	0.2525728097
1291	0.2525648093
1292	0.2525513646
1293	0.2525313328
1294	0.252516696
1295	0.2525024637
1296	0.2524914489
1297	0.2524781549
1298	0.2524660445
1299	0.2524559529
1300	0.2524452918
1301	0.252435237
1302	0.2524211694
1303	0.252409179
1304	0.252396028
1305	0.252384449
1306	0.2523742685
1307	0.25236281
1308	0.2523539721
1309	0.2523425914
1310	0.2523317019
1311	0.2523216205
1312	0.2523078609
1313	0.252298889
1314	0.2522894336
1315	0.2522751882
1316	0.2522631275
1317	0.2522472133
1318	0.252237105
1319	0.2522284514
1320	0.2522196205
1321	0.2522064768
1322	0.2521953598
1323	0.252186567
1324	0.2521761869
1325	0.2521663084
1326	0.2521582245
1327	0.2521471037
1328	0.2521319656
1329	0.2521122244
1330	0.2521005943
1331	0.252086312
1332	0.252075363
1333	0.2520673086
1334	0.2520574573
1335	0.2520480882
1336	0.2520316211
1337	0.2520173968
1338	0.2520092497
1339	0.2519974539
1340	0.251988002
1341	0.2519786507
1342	0.2519662349
1343	0.2519547382
1344	0.2519392553
1345	0.2519251973
1346	0.2519112566
1347	0.2518991501
1348	0.2518880489
1349	0.2518781893
1350	0.2518620966
1351	0.2518527709
1352	0.2518405207
1353	0.2518282495
1354	0.2518177646
1355	0.2518002588
1356	0.2517829332
1357	0.2517737549
1358	0.2517603105
1359	0.2517500508
1360	0.2517404566
1361	0.2517304394
1362	0.2517222826
1363	0.2517140052
1364	0.2517049276
1365	0.2516856471
1366	0.2516693803
1367	0.2516606445
1368	0.2516473724
1369	0.2516356979
1370	0.2516225583
1371	0.2516135938
1372	0.2515976704
1373	0.2515883675
1374	0.2515714088
1375	0.2515624356
1376	0.2515516562
1377	0.2515342445
1378	0.251525069
1379	0.2515155315
1380	0.2515042234
1381	0.2514858152
1382	0.2514761642
1383	0.2514661134
1384	0.2514537032
1385	0.2514442077
1386	0.2514314471
1387	0.2514162731
1388	0.2514084163
1389	0.2513926962
1390	0.2513837413
1391	0.2513758778
1392	0.2513626846
1393	0.2513547113
1394	0.2513440258
1395	0.2513363621
1396	0.2513252864
1397	0.2513156559
1398	0.251297962
1399	0.2512895137
1400	0.2512803857
1401	0.2512717938
1402	0.2512627259
1403	0.251247451
1404	0.2512393975
1405	0.2512320352
1406	0.2512136867
1407	0.2512049775
1408	0.2511964384
1409	0.2511875385
1410	0.2511772666
1411	0.2511648592
1412	0.2511484702
1413	0.2511397833
1414	0.2511306335
1415	0.2511215413
1416	0.2511118182
1417	0.2510986116
1418	0.2510887607
1419	0.2510703231
1420	0.251061776
1421	0.2510500395
1422	0.2510395961
1423	0.2510310774
1424	0.2510225219
1425	0.2510098559
1426	0.250998401
1427	0.2509888858
1428	0.2509747518
1429	0.2509675804
1430	0.250956487
1431	0.2509493851
1432	0.2509323877
1433	0.2509167897
1434	0.2509073373
1435	0.2508974699
1436	0.2508831001
1437	0.2508709475
1438	0.2508569666
1439	0.2508468332
1440	0.2508384132
1441	0.2508288273
1442	0.2508120966
1443	0.2507986385
1444	0.2507898249
1445	0.2507826628
1446	0.2507710493
1447	0.2507642902
1448	0.2507556686
1449	0.2507415839
1450	0.2507316267
1451	0.2507228375
1452	0.2507059037
1453	0.2506961664
1454	0.2506829483
1455	0.2506743688
1456	0.2506642812
1457	0.2506500347
1458	0.2506382721
1459	0.250629747
1460	0.2506167922
1461	0.2506071194
1462	0.2505963652
1463	0.2505894813
1464	0.2505801712
1465	0.2505709918
1466	0.2505599585
1467	0.250551365
1468	0.250541506
1469	0.2505318649
1470	0.2505157268
1471	0.2504992592
1472	0.2504908389
1473	0.2504835022
1474	0.2504744127
1475	0.250466488
1476	0.2504548061
1477	0.2504465555
1478	0.2504388247
1479	0.2504325026
1480	0.2504222208
1481	0.2504108808
1482	0.2503971185
1483	0.2503834178
1484	0.250374736
1485	0.2503668398
1486	0.2503528449
1487	0.2503456149
1488	0.2503359995
1489	0.2503306857
1490	0.2503171849
1491	0.2503058611
1492	0.2502944199
1493	0.250286697
1494	0.2502787189
1495	0.2502705275
1496	0.2502608357
1497	0.2502534818
1498	0.2502429189
1499	0.2502364765
1500	0.2502292996
1501	0.2502220587
1502	0.2502071873
1503	0.2501996184
1504	0.2501895405
1505	0.2501833451
1506	0.2501740676
1507	0.250166495
1508	0.2501569776
1509	0.2501451379
1510	0.250138728
1511	0.2501307313
1512	0.2501213817
